"placa","fornecedor","hodometro_km","placa_fonte","latitude","longitude","ignicao","event_date","update_date","chassi","codigo_fonte","dados_fonte","sincronizado_em","updated_at"
TAB5C59,Vai,14930.0,TAB5C59,,,,2026-07-16 22:52:29.904 -0400,,"9BWKL45U3SP017894","210301858","{""plate"": ""TAB5C59"", ""chassis"": ""9BWKL45U3SP017894"", ""codigoVai"": ""210301858"", ""ecuChassis"": ""9BWKL45U3SP017894"", ""lastReview"": ""2025-10-09"", ""reviewStatus"": 2, ""currentMileage"": 14955.311, ""initialMileage"": 3427, ""lastConnection"": ""2026-07-17T02:52:29.904257+00:00"", ""dailyMileageAvg"": 35.98290598290598, ""mileageOnReview"": 4432.089000000001, ""odometerMileage"": 14930.0, ""reviewDateEstimated"": ""2026-07-02""}",2026-07-10 16:53:42.791 -0400,2026-07-16 23:23:11.616 -0400
TSO3C80,Vai,11618.0,TSO3C80,,,,2026-07-16 22:43:57.100 -0400,,"9BWAG5R19TP040443","250101723","{""plate"": ""TSO3C80"", ""chassis"": ""9BWAG5R19TP040443"", ""codigoVai"": ""250101723"", ""ecuChassis"": ""9BWAG5R19TP040443"", ""lastReview"": ""2026-07-01"", ""reviewStatus"": 0, ""currentMileage"": 10009.870000000019, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T02:43:57.100292+00:00"", ""dailyMileageAvg"": 87.58878504672897, ""mileageOnReview"": 8907.066000000012, ""odometerMileage"": 11618.0, ""reviewDateEstimated"": ""2026-10-26""}",2026-07-10 16:53:43.002 -0400,2026-07-16 23:23:11.778 -0400
TSO3E20,Vai,11205.0,TSO3E20,,,,2026-07-16 22:23:31.915 -0400,,"9BWAG5R15TP042125","240301363","{""plate"": ""TSO3E20"", ""chassis"": ""9BWAG5R15TP042125"", ""codigoVai"": ""240301363"", ""ecuChassis"": ""9BWAG5R15TP042125"", ""lastReview"": ""2026-06-25"", ""reviewStatus"": 0, ""currentMileage"": 9841.204000000003, ""initialMileage"": 8053, ""lastConnection"": ""2026-07-17T02:23:31.915228+00:00"", ""dailyMileageAvg"": 100.3731343283582, ""mileageOnReview"": 8802.164000000004, ""odometerMileage"": 11205.0, ""reviewDateEstimated"": ""2026-10-14""}",2026-07-10 16:53:43.136 -0400,2026-07-16 23:23:11.779 -0400
TSO3E90,Vai,92.0,TSO3E90,,,,2026-07-16 22:10:25.149 -0400,,"9BWAG5R10TP042324","240300026","{""plate"": ""TSO3E90"", ""chassis"": ""9BWAG5R10TP042324"", ""codigoVai"": ""240300026"", ""ecuChassis"": ""9BWAG5R10TP042324"", ""lastReview"": ""2026-04-24"", ""reviewStatus"": 0, ""currentMileage"": 1125.406, ""initialMileage"": 184, ""lastConnection"": ""2026-07-17T02:10:25.149124+00:00"", ""dailyMileageAvg"": 25.424242424242426, ""mileageOnReview"": 184.0, ""odometerMileage"": 92.0, ""reviewDateEstimated"": ""2027-04-24""}",2026-07-10 16:53:43.123 -0400,2026-07-16 23:23:11.781 -0400
TSO3J20,Vai,3080.0,TSO3J20,,,,2026-07-16 22:24:31.269 -0400,,"9BWJL45U6TP074510","210300170","{""plate"": ""TSO3J20"", ""chassis"": ""9BWJL45U6TP074510"", ""codigoVai"": ""210300170"", ""ecuChassis"": ""9BWJL45U6TP074510"", ""lastReview"": ""2026-04-10"", ""reviewStatus"": 0, ""currentMileage"": 2902.4950000000003, ""initialMileage"": 12, ""lastConnection"": ""2026-07-17T02:24:31.269958+00:00"", ""dailyMileageAvg"": 35.35897435897436, ""mileageOnReview"": 0.0, ""odometerMileage"": 3080.0, ""reviewDateEstimated"": ""2027-02-02""}",2026-07-10 16:53:43.033 -0400,2026-07-16 23:23:11.784 -0400
TSO3J30,Vai,93.6,TSO3J30,,,,2026-07-16 22:33:03.555 -0400,,"9BWAG5R10TP042730","240100768","{""plate"": ""TSO3J30"", ""chassis"": ""9BWAG5R10TP042730"", ""codigoVai"": ""240100768"", ""ecuChassis"": ""9BWAG5R10TP042730"", ""lastReview"": ""2026-04-17"", ""reviewStatus"": 0, ""currentMileage"": 1155.5960000000005, ""initialMileage"": 12, ""lastConnection"": ""2026-07-17T02:33:03.555627+00:00"", ""dailyMileageAvg"": 26.71794871794872, ""mileageOnReview"": 0.0, ""odometerMileage"": 93.60000000000001, ""reviewDateEstimated"": ""2027-04-17""}",2026-07-10 16:53:43.040 -0400,2026-07-16 23:23:11.786 -0400
TSO3J40,Vai,1830.0,TSO3J40,,,,2026-07-16 22:05:50.957 -0400,,"9BWKL45UXTP076636","241101071","{""plate"": ""TSO3J40"", ""chassis"": ""9BWKL45UXTP076636"", ""codigoVai"": ""241101071"", ""ecuChassis"": ""9BWKL45UXTP076636"", ""lastReview"": ""2026-04-10"", ""reviewStatus"": 0, ""currentMileage"": 1888.0839999999998, ""initialMileage"": 11, ""lastConnection"": ""2026-07-17T02:05:50.957199+00:00"", ""dailyMileageAvg"": 33.411764705882355, ""mileageOnReview"": 0.0, ""odometerMileage"": 1830.0, ""reviewDateEstimated"": ""2027-03-16""}",2026-07-10 16:53:43.022 -0400,2026-07-16 23:23:11.788 -0400
TSO3J50,Vai,2670.0,TSO3J50,,,,2026-07-16 22:10:09.695 -0400,,"9BWJL45U9TP073237","240300615","{""plate"": ""TSO3J50"", ""chassis"": ""9BWJL45U9TP073237"", ""codigoVai"": ""240300615"", ""ecuChassis"": ""9BWJL45U9TP073237"", ""lastReview"": ""2026-04-10"", ""reviewStatus"": 0, ""currentMileage"": 2723.691000000001, ""initialMileage"": 1492, ""lastConnection"": ""2026-07-17T02:10:09.695329+00:00"", ""dailyMileageAvg"": 15.464285714285714, ""mileageOnReview"": 0.0, ""odometerMileage"": 2670.0, ""reviewDateEstimated"": ""2027-04-10""}",2026-07-10 16:53:43.029 -0400,2026-07-16 23:23:11.789 -0400
TSO3J60,Vai,4190.0,TSO3J60,,,,2026-07-16 22:44:45.351 -0400,,"9BWKL45UXTP076622","240301209","{""plate"": ""TSO3J60"", ""chassis"": ""9BWKL45UXTP076622"", ""codigoVai"": ""240301209"", ""ecuChassis"": ""9BWKL45UXTP076622"", ""lastReview"": ""2026-04-10"", ""reviewStatus"": 0, ""currentMileage"": 4357.504000000001, ""initialMileage"": 2014, ""lastConnection"": ""2026-07-17T02:44:45.351158+00:00"", ""dailyMileageAvg"": 24.518987341772153, ""mileageOnReview"": 0.0, ""odometerMileage"": 4190.0, ""reviewDateEstimated"": ""2027-03-04""}",2026-07-10 16:53:43.026 -0400,2026-07-16 23:23:11.790 -0400
TSO6I30,RastroSiga,4035.0,TSO-6I30,-3.0245,-59.98154666666667,false,2026-07-16 22:27:25.000 -0400,2026-07-16 22:27:27.700 -0400,"9BWJL45U4TP069581","2405","{""Plate"": ""TSO-6I30"", ""Driver"": null, ""Address"": ""Rua Sebastião Norões, Cidade Nova, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0245, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:27:25Z"", ""Longitude"": -59.98154666666667, ""IdPosition"": 279407502, ""UpdateDate"": ""2026-07-17T02:27:27.7Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSO-6I30"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2405, ""ListTelemetry"": {""2"": 15.0, ""6"": 158.0, ""7"": 12.8, ""8"": 80.0, ""15"": 4035.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:37:44.303 -0400,2026-07-16 23:23:11.793 -0400
TAB9D43,Vai,18391.0,TAB9D43,,,,2026-07-16 22:45:51.558 -0400,,"9BWAH5BZ3ST634805","240301124","{""plate"": ""TAB9D43"", ""chassis"": ""9BWAH5BZ3ST634805"", ""codigoVai"": ""240301124"", ""ecuChassis"": ""9BWAH5BZ3ST634805"", ""lastReview"": ""2025-07-25"", ""reviewStatus"": 1, ""currentMileage"": 17921.81600000001, ""initialMileage"": 158, ""lastConnection"": ""2026-07-17T02:45:51.558439+00:00"", ""dailyMileageAvg"": 43.992, ""mileageOnReview"": 10328.585, ""odometerMileage"": 18391.0, ""reviewDateEstimated"": ""2026-07-25""}",2026-07-10 16:53:42.583 -0400,2026-07-16 23:23:11.619 -0400
TSO6I40,Vai,167.5,TSO6I40,,,,2026-07-16 22:57:38.375 -0400,,"9BWAG5R18TP042359","240100266","{""plate"": ""TSO6I40"", ""chassis"": ""9BWAG5R18TP042359"", ""codigoVai"": ""240100266"", ""ecuChassis"": ""9BWAG5R18TP042359"", ""lastReview"": ""2026-04-24"", ""reviewStatus"": 0, ""currentMileage"": 1658.8410000000001, ""initialMileage"": 543, ""lastConnection"": ""2026-07-17T02:57:38.375894+00:00"", ""dailyMileageAvg"": 28.47222222222222, ""mileageOnReview"": 543.0, ""odometerMileage"": 167.5, ""reviewDateEstimated"": ""2027-04-24""}",2026-07-10 16:53:43.092 -0400,2026-07-16 23:23:11.795 -0400
TAC1B58,Vai,25984.0,TAC1B58,,,,2026-07-14 00:52:17.424 -0400,,"9BWAG5R16ST018244","210901303","{""plate"": ""TAC1B58"", ""chassis"": ""9BWAG5R16ST018244"", ""codigoVai"": ""210901303"", ""ecuChassis"": ""9BWAG5R16ST018244"", ""lastReview"": ""2026-03-18"", ""reviewStatus"": 0, ""currentMileage"": 25691.807000000004, ""initialMileage"": 5863, ""lastConnection"": ""2026-07-14T04:52:17.424903+00:00"", ""dailyMileageAvg"": 48.83692307692308, ""mileageOnReview"": 19207.084999999995, ""odometerMileage"": 25984.0, ""reviewDateEstimated"": ""2026-09-26""}",2026-07-10 16:53:42.557 -0400,2026-07-16 23:23:11.620 -0400
TAC8I23,Vai,12517.0,TAC8I23,,,,2026-07-16 22:14:29.943 -0400,,"9BWDH6BZ1SP018225","240301123","{""plate"": ""TAC8I23"", ""chassis"": ""9BWDH6BZ1SP018225"", ""codigoVai"": ""240301123"", ""ecuChassis"": ""9BWDH6BZ1SP018225"", ""lastReview"": ""2025-11-13"", ""reviewStatus"": 0, ""currentMileage"": 12489.769000000002, ""initialMileage"": 11, ""lastConnection"": ""2026-07-17T02:14:29.943359+00:00"", ""dailyMileageAvg"": 24.84971098265896, ""mileageOnReview"": 9712.828, ""odometerMileage"": 12517.0, ""reviewDateEstimated"": ""2026-11-13""}",2026-07-10 16:53:42.567 -0400,2026-07-16 23:23:11.623 -0400
TAD1F43,Vai,32080.0,TAD1F43,,,,2026-07-16 17:18:52.201 -0400,,"9BWJL45U7SP036458","191110018","{""plate"": ""TAD1F43"", ""chassis"": ""9BWJL45U7SP036458"", ""codigoVai"": ""191110018"", ""ecuChassis"": ""9BWJL45U7SP036458"", ""lastReview"": ""2026-06-02"", ""reviewStatus"": 0, ""currentMileage"": 32359.431000000004, ""initialMileage"": 7, ""lastConnection"": ""2026-07-16T21:18:52.201475+00:00"", ""dailyMileageAvg"": 68.0054794520548, ""mileageOnReview"": 30624.98, ""odometerMileage"": 32080.0, ""reviewDateEstimated"": ""2026-11-15""}",2026-07-10 16:53:42.594 -0400,2026-07-16 23:23:11.624 -0400
UTP9E76,RastroSiga,7300.0,UTP-9E76,-3.0707533333333337,-60.00505777777778,false,2026-07-16 22:51:27.000 -0400,2026-07-16 22:51:30.341 -0400,"9BWCH6CH9VP000772","2460","{""Plate"": ""UTP-9E76"", ""Driver"": null, ""Address"": ""Rua Alexandre Magno, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0707533333333337, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:51:27Z"", ""Longitude"": -60.00505777777778, ""IdPosition"": 279415859, ""UpdateDate"": ""2026-07-17T02:51:30.341Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UTP-9E76"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2460, ""ListTelemetry"": {""2"": 15.0, ""6"": 0.0, ""7"": 12.6, ""8"": 80.0, ""15"": 7300.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:40:45.110 -0400,2026-07-16 23:23:11.800 -0400
UTP9F66,RastroSiga,106900.0,UTP-9F66,-3.0755600000000003,-60.010528888888885,false,2026-07-16 23:02:23.000 -0400,2026-07-16 23:02:26.368 -0400,"9BWCH6CH1VP006520","2458","{""Plate"": ""UTP-9F66"", ""Driver"": null, ""Address"": ""Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0755600000000003, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:02:23Z"", ""Longitude"": -60.010528888888885, ""IdPosition"": 279419085, ""UpdateDate"": ""2026-07-17T03:02:26.368Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UTP-9F66"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2458, ""ListTelemetry"": {""2"": 15.0, ""6"": 192.0, ""7"": 12.9, ""8"": 80.0, ""15"": 106900.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:41:45.316 -0400,2026-07-16 23:23:11.802 -0400
TAD1G53,Vai,16146.0,TAD1G53,,,,2026-07-16 07:12:20.791 -0400,,"9BWAG5R12ST046509","210901373","{""plate"": ""TAD1G53"", ""chassis"": ""9BWAG5R12ST046509"", ""codigoVai"": ""210901373"", ""ecuChassis"": ""9BWAG5R12ST046509"", ""lastReview"": ""2025-11-04"", ""reviewStatus"": 0, ""currentMileage"": 15737.633, ""initialMileage"": 5, ""lastConnection"": ""2026-07-16T11:12:20.791025+00:00"", ""dailyMileageAvg"": 31.440828402366865, ""mileageOnReview"": 9607.453, ""odometerMileage"": 16146.0, ""reviewDateEstimated"": ""2026-11-04""}",2026-07-10 16:53:42.608 -0400,2026-07-16 23:23:11.626 -0400
TAE9G72,Vai,27651.0,TAE9G72,,,,2026-07-16 22:27:14.781 -0400,,"9BWBH6BF8S4070918","241101511","{""plate"": ""TAE9G72"", ""chassis"": ""9BWBH6BF8S4070918"", ""codigoVai"": ""241101511"", ""ecuChassis"": ""9BWBH6BF8S4070918"", ""lastReview"": ""2026-04-12"", ""reviewStatus"": 0, ""currentMileage"": 25981.348999999915, ""initialMileage"": 24691, ""lastConnection"": ""2026-07-17T02:27:14.781046+00:00"", ""dailyMileageAvg"": 56.20180722891566, ""mileageOnReview"": 19638.038, ""odometerMileage"": 27651.0, ""reviewDateEstimated"": ""2026-09-20""}",2026-07-10 16:53:42.700 -0400,2026-07-16 23:23:11.628 -0400
TAF6B62,Vai,13280.0,TAF6B62,,,,2026-07-16 22:59:52.012 -0400,,"9BWJL45UXSP057787","210901484","{""plate"": ""TAF6B62"", ""chassis"": ""9BWJL45UXSP057787"", ""codigoVai"": ""210901484"", ""ecuChassis"": ""9BWJL45UXSP057787"", ""lastReview"": ""2026-02-12"", ""reviewStatus"": 0, ""currentMileage"": 13347.052000000007, ""initialMileage"": 1085, ""lastConnection"": ""2026-07-17T02:59:52.012391+00:00"", ""dailyMileageAvg"": 40.65447154471545, ""mileageOnReview"": 7677.602000000002, ""odometerMileage"": 13280.0, ""reviewDateEstimated"": ""2026-10-31""}",2026-07-10 16:53:42.666 -0400,2026-07-16 23:23:11.630 -0400
TAH0F24,Vai,44477.0,TAH0F24,,,,2026-07-16 22:01:32.053 -0400,,"9BWAG5R10RT053517","191110028","{""plate"": ""TAH0F24"", ""chassis"": ""9BWAG5R10RT053517"", ""codigoVai"": ""191110028"", ""ecuChassis"": ""9BWAG5R10RT053517"", ""lastReview"": ""2026-04-19"", ""reviewStatus"": 0, ""currentMileage"": 44501.304000000004, ""initialMileage"": 0, ""lastConnection"": ""2026-07-17T02:01:32.053306+00:00"", ""dailyMileageAvg"": 67.95882352941176, ""mileageOnReview"": 40717.038, ""odometerMileage"": 44477.0, ""reviewDateEstimated"": ""2026-10-16""}",2026-07-10 16:53:42.496 -0400,2026-07-16 23:23:11.642 -0400
TAH2E14,Vai,19910.0,TAH2E14,,,,2026-07-16 22:10:29.188 -0400,,"9BWAG5R18RT053488","210300581","{""plate"": ""TAH2E14"", ""chassis"": ""9BWAG5R18RT053488"", ""codigoVai"": ""210300581"", ""ecuChassis"": ""9BWAG5R18RT053488"", ""lastReview"": ""2025-12-16"", ""reviewStatus"": 0, ""currentMileage"": 19280.406999999996, ""initialMileage"": 6, ""lastConnection"": ""2026-07-17T02:10:29.188591+00:00"", ""dailyMileageAvg"": 39.763688760806915, ""mileageOnReview"": 14410.612000000005, ""odometerMileage"": 19910.0, ""reviewDateEstimated"": ""2026-11-23""}",2026-07-10 16:53:42.517 -0400,2026-07-16 23:23:11.643 -0400
TAH2G24,Vai,20126.0,TAH2G24,,,,2026-07-16 22:57:39.258 -0400,,"9BWAG5R11RT053512","210300733","{""plate"": ""TAH2G24"", ""chassis"": ""9BWAG5R11RT053512"", ""codigoVai"": ""210300733"", ""ecuChassis"": ""9BWAG5R11RT053512"", ""lastReview"": ""2026-05-06"", ""reviewStatus"": 0, ""currentMileage"": 19993.87600000001, ""initialMileage"": 1273, ""lastConnection"": ""2026-07-17T02:57:39.258747+00:00"", ""dailyMileageAvg"": 43.201149425287355, ""mileageOnReview"": 14819.781, ""odometerMileage"": 20126.0, ""reviewDateEstimated"": ""2026-11-05""}",2026-07-10 16:53:42.473 -0400,2026-07-16 23:23:11.644 -0400
TRY6C63,Vai,17685.0,TRY6C63,,,,2026-07-16 22:56:48.412 -0400,,"9BWAG5R11ST077007","191110928","{""plate"": ""TRY6C63"", ""chassis"": ""9BWAG5R11ST077007"", ""codigoVai"": ""191110928"", ""ecuChassis"": ""9BWAG5R11ST077007"", ""lastReview"": ""2025-11-26"", ""reviewStatus"": 0, ""currentMileage"": 17148.930999999997, ""initialMileage"": 7, ""lastConnection"": ""2026-07-17T02:56:48.412012+00:00"", ""dailyMileageAvg"": 57.23275862068966, ""mileageOnReview"": 9682.195, ""odometerMileage"": 17685.0, ""reviewDateEstimated"": ""2026-08-30""}",2026-07-10 16:53:42.758 -0400,2026-07-16 23:23:11.667 -0400
TRY6C73,Vai,33733.0,TRY6C73,,,,2026-07-16 22:34:23.475 -0400,,"9BWAG5R19ST077000","210902001","{""plate"": ""TRY6C73"", ""chassis"": ""9BWAG5R19ST077000"", ""codigoVai"": ""210902001"", ""ecuChassis"": ""9BWAG5R19ST077000"", ""lastReview"": ""2026-05-19"", ""reviewStatus"": 0, ""currentMileage"": 32568.15199999999, ""initialMileage"": 6, ""lastConnection"": ""2026-07-17T02:34:23.475871+00:00"", ""dailyMileageAvg"": 104.1923076923077, ""mileageOnReview"": 29326.27699999999, ""odometerMileage"": 33733.0, ""reviewDateEstimated"": ""2026-09-19""}",2026-07-10 16:53:42.736 -0400,2026-07-16 23:23:11.668 -0400
TSA0A05,Vai,0.0,TSA0A05,,,,2026-07-16 22:09:56.069 -0400,,"9BWCH6CH9SP023271","210902360","{""plate"": ""TSA0A05"", ""chassis"": ""9BWCH6CH9SP023271"", ""codigoVai"": ""210902360"", ""ecuChassis"": ""9BWCH6CH9SP023271"", ""lastReview"": ""2026-04-26"", ""reviewStatus"": 0, ""currentMileage"": 11362.967000000004, ""initialMileage"": 43, ""lastConnection"": ""2026-07-17T02:09:56.069476+00:00"", ""dailyMileageAvg"": 28.221122112211223, ""mileageOnReview"": 9499.886999999999, ""odometerMileage"": 0.0, ""reviewDateEstimated"": ""2027-04-26""}",2026-07-10 16:53:42.906 -0400,2026-07-16 23:23:11.682 -0400
TSA1D90,Vai,11779.0,TSA1D90,,,,2026-07-16 22:32:43.074 -0400,,"9BWAH5BZ4TT616895","241101711","{""plate"": ""TSA1D90"", ""chassis"": ""9BWAH5BZ4TT616895"", ""codigoVai"": ""241101711"", ""ecuChassis"": ""9BWAH5BZ4TT616895"", ""lastReview"": ""2026-05-17"", ""reviewStatus"": 0, ""currentMileage"": 10938.855000000007, ""initialMileage"": 508, ""lastConnection"": ""2026-07-17T02:32:43.074856+00:00"", ""dailyMileageAvg"": 46.42986425339367, ""mileageOnReview"": 9372.769, ""odometerMileage"": 11779.0, ""reviewDateEstimated"": ""2027-01-14""}",2026-07-10 16:53:42.963 -0400,2026-07-16 23:23:11.683 -0400
TSA3I04,RastroSiga,47749.0,TSA-3I04,-3.08818,-60.02534222222222,false,2026-07-16 21:22:19.000 -0400,2026-07-16 21:22:20.617 -0400,"9BWAG5R13ST083830","2487","{""Plate"": ""TSA-3I04"", ""Driver"": null, ""Address"": ""Travessa Amor do Campo, Chapada, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.08818, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T01:22:19Z"", ""Longitude"": -60.02534222222222, ""IdPosition"": 279381159, ""UpdateDate"": ""2026-07-17T01:22:20.617Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSA-3I04"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2487, ""ListTelemetry"": {""2"": 6.0, ""6"": 89.0, ""8"": 100.0, ""15"": 47749.0, ""17"": 13.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:42.864 -0400,2026-07-16 23:23:11.693 -0400
TSA3I14,Vai,23227.0,TSA3I14,,,,2026-07-16 15:45:44.649 -0400,,"9BWAG5R13ST083889","210300796","{""plate"": ""TSA3I14"", ""chassis"": ""9BWAG5R13ST083889"", ""codigoVai"": ""210300796"", ""ecuChassis"": ""9BWAG5R13ST083889"", ""lastReview"": ""2026-04-07"", ""reviewStatus"": 0, ""currentMileage"": 23082.32, ""initialMileage"": 319, ""lastConnection"": ""2026-07-16T19:45:44.649607+00:00"", ""dailyMileageAvg"": 65.7457627118644, ""mileageOnReview"": 19682.564, ""odometerMileage"": 23227.0, ""reviewDateEstimated"": ""2026-10-25""}",2026-07-10 16:53:42.882 -0400,2026-07-16 23:23:11.694 -0400
TSA3I84,Vai,21724.0,TSA3I84,,,,2026-07-10 23:30:28.159 -0400,,"9BWAG5R13ST083956","210901715","{""plate"": ""TSA3I84"", ""chassis"": ""9BWAG5R13ST083956"", ""codigoVai"": ""210901715"", ""ecuChassis"": ""9BWAG5R13ST083956"", ""lastReview"": ""2026-05-31"", ""reviewStatus"": 0, ""currentMileage"": 20648.820000000003, ""initialMileage"": 1722, ""lastConnection"": ""2026-07-11T03:30:28.159811+00:00"", ""dailyMileageAvg"": 76.93273542600897, ""mileageOnReview"": 14343.244000000006, ""odometerMileage"": 21724.0, ""reviewDateEstimated"": ""2026-09-03""}",2026-07-10 16:53:42.849 -0400,2026-07-16 23:23:11.696 -0400
QZX4I40,Sem Rastreador,,,,,,,,"9BWAG5R1XRT046493",,"",2026-07-13 15:21:38.952 -0400,2026-07-16 23:23:11.598 -0400
TSC1C73,Vai,22547.0,TSC1C73,,,,2026-07-16 22:43:12.874 -0400,,"9BWAH5BZ0ST663789","241101098","{""plate"": ""TSC1C73"", ""chassis"": ""9BWAH5BZ0ST663789"", ""codigoVai"": ""241101098"", ""ecuChassis"": ""9BWAH5BZ0ST663789"", ""lastReview"": ""2025-11-04"", ""reviewStatus"": 3, ""currentMileage"": 21550.432999999997, ""initialMileage"": 1163, ""lastConnection"": ""2026-07-17T02:43:12.874426+00:00"", ""dailyMileageAvg"": 62.67782426778243, ""mileageOnReview"": 9448.557, ""odometerMileage"": 22547.0, ""reviewDateEstimated"": ""2026-06-13""}",2026-07-10 16:53:42.822 -0400,2026-07-16 23:23:11.704 -0400
QZY1A89,RastroSiga,19796.0,QZY-1A89,-3.0718016666666665,-60.00628888888889,false,2026-07-16 13:33:13.000 -0400,2026-07-16 13:33:15.238 -0400,"9BWJL45UXPP076010","2451","{""Plate"": ""QZY-1A89"", ""Driver"": null, ""Address"": ""Avenida Tancredo Neves, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0718016666666665, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-16T17:33:13Z"", ""Longitude"": -60.00628888888889, ""IdPosition"": 279122007, ""UpdateDate"": ""2026-07-16T17:33:15.238Z"", ""ListTrailer"": null, ""TrackedUnit"": ""QZY-1A89"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2451, ""ListTelemetry"": {""2"": 12.0, ""6"": 56.0, ""8"": 100.0, ""15"": 19796.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:59:27.097 -0400,2026-07-16 23:23:11.600 -0400
TSH1F86,RastroSiga,9312.0,TSH-1F86,-3.0601816666666664,-60.101324444444444,false,2026-07-16 20:10:31.000 -0400,2026-07-16 20:10:33.465 -0400,"9BWDH6BZ6T4013959","2495","{""Plate"": ""TSH-1F86"", ""Driver"": null, ""Address"": ""Rua Quatro, Ponta Negra, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0601816666666664, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T00:10:31Z"", ""Longitude"": -60.101324444444444, ""IdPosition"": 279351581, ""UpdateDate"": ""2026-07-17T00:10:33.465Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSH-1F86"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2495, ""ListTelemetry"": {""2"": 0.0, ""6"": 248.0, ""8"": 100.0, ""15"": 9312.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:42.994 -0400,2026-07-16 23:23:11.722 -0400
